Suburb,State,Latitude,Longitude
NORMAN PARK,QLD,-27.480455,153.0641069
NORMANHURST,NSW,-33.7238649,151.0977351
NORMANTON,QLD,-17.9075619,140.933684
NORTH ADELAIDE,SA,-34.9085015,138.5953502
NORTH ALBURY,NSW,-36.0568968,146.9276652
NORTH ARM,QLD,-26.51151,152.95767
NORTH BALGOWLAH,NSW,-33.7881457,151.2507285
NORTH BATEMANS BAY,NSW,-35.6874,150.1882
NORTH BEACH,WA,-31.8594459,115.7559971
NORTH BENDIGO,VIC,-36.7382475,144.280813
NORTH BOAMBEE VALLEY,NSW,-30.3083333,153.0730556
NORTH BONDI,NSW,-33.882351,151.2768611
NORTH BOOVAL,QLD,-27.5974245,152.7881012
NORTH BRIGHTON,SA,-35.00504,138.5209168
NORTH BUDERIM,QLD,-26.6685429,153.0678219
NORTH CAIRNS,QLD,-16.9044645,145.7694546
NORTH COOGEE,WA,-32.0930018,115.7593892
NORTH CURL CURL,NSW,-33.7630002,151.2904773
NORTH EPPING,NSW,-33.7586111,151.0941667
NORTH FREMANTLE,WA,-32.0327438,115.7549789
NORTH GEELONG,VIC,-38.1153761,144.3508074
NORTH GOSFORD,NSW,-33.415,151.3511111
NORTH HAVEN,SA,-34.7872004,138.4905349
NORTH HOBART,TAS,-42.8726803,147.3161567
NORTH IPSWICH,QLD,-27.5945435,152.7599457
NORTH KELLYVILLE,NSW,-33.6859488,150.9535842
NORTH LAKES,QLD,-27.2381221,153.017699
NORTH MACKAY,QLD,-21.121369,149.1828798
NORTH MANLY,NSW,-33.7729035,151.2707221
NORTH MELBOURNE,VIC,-37.8076092,144.9423514
NORTH NARRABEEN,NSW,-33.70098,151.2936426
NORTH NOWRA,NSW,-34.8580611,150.5827879
NORTH PARRAMATTA,NSW,-33.7952747,151.0116649
NORTH PERTH,WA,-31.9308627,115.8567044
NORTH RICHMOND,NSW,-33.5750113,150.7056842
NORTH ROCKHAMPTON,QLD,-23.3488439,150.5253344
NORTH ROCKS,NSW,-33.7713052,151.020996
NORTH ROTHBURY,NSW,-32.6934,151.3438
NORTH RYDE,NSW,-33.7975472,151.127306
NORTH SHORE,QLD,-26.6152381,153.0829174
NORTH STRATHFIELD,NSW,-33.8590236,151.0881331
NORTH SYDNEY,NSW,-33.8354519,151.2083011
NORTH TAMBORINE,QLD,-27.9246019,153.1872788
NORTH TAMWORTH,NSW,-31.0780137,150.9258909
NORTH TOOWOOMBA,QLD,-27.5461945,151.9551816
NORTH TURRAMURRA,NSW,-33.6911595,151.1519372
NORTH WARD,QLD,-19.2484915,146.8097532
NORTH WARRANDYTE,VIC,-37.7236286,145.2087814
NORTH WILLOUGHBY,NSW,-33.7942571,151.1994493
NORTH WOLLONGONG,NSW,-34.4121206,150.8914366
NORTH WYONG,NSW,-33.273766,151.4263187
NORTHAM,WA,-31.6535192,116.6726927
NORTHAMPTON,WA,-28.3493875,114.632141
NORTHBRIDGE,NSW,-33.8111111,151.2175
NORTHBRIDGE,WA,-31.9478509,115.8575464
NORTHCLIFFE,WA,-34.6331785,116.1243645
NORTHCOTE,VIC,-37.7728157,145.0009469
NORTHFIELD,SA,-34.8483826,138.6261293
NORTHGATE,QLD,-27.3929532,153.0692217
NORTHGATE,SA,-34.8525794,138.6312148
NORTHMEAD,NSW,-33.7844423,150.9983289
NORTHWARD,QLD,-27.8510772,153.3051954
NORTON SUMMIT,SA,-34.9227257,138.7250243
NORWEST,NSW,-33.7340378,150.9641864
NORWOOD,SA,-34.9213467,138.6320869
NORWOOD,TAS,-41.4624358,147.1806679
NOTTING HILL,VIC,-37.905582,145.1455616
NOVAR GARDENS,SA,-34.9659834,138.5316592
NOWRA,NSW,-34.8741198,150.6004709
NOWRA EAST,NSW,-34.8822252,150.6079477
NOWRA HILL,NSW,-34.9313889,150.5516667
NULKABA,NSW,-32.798329,151.3511084
NULLAWARRE,VIC,-38.4693522,142.7496598
NUMBULWAR,NT,-14.2780303,135.7421561
NUMURKAH,VIC,-36.0930602,145.4416699
NUNAWADING,VIC,-37.820503,145.1751332
NUNDAH,QLD,-27.400662,153.0637718
NUNDLE,NSW,-31.4628374,151.12604
NURIOOTPA,SA,-34.4693354,138.9939006
NYAH WEST,VIC,-35.186663,143.3469049
NYMBOIDA,NSW,-29.938251,152.7273858
NYNGAN,NSW,-31.56287,147.1965904
NYORA,VIC,-38.3062515,145.6821004
North Sydney,NSW,-33.8354519,151.2083011
O'CONNOR,ACT,-35.2566001,149.1155972
O'CONNOR,WA,-32.0595853,115.7923713
O'HALLORAN HILL,SA,-35.0570961,138.5536021
O'SULLIVAN BEACH,SA,-35.1191551,138.4746206
OAK FLATS,NSW,-34.5636037,150.8194112
OAK PARK,VIC,-37.7180181,144.9215041
OAKBANK,SA,-34.9839126,138.8439764
OAKDALE,NSW,-34.0793269,150.5062661
OAKDOWNS,TAS,-42.9003292,147.4553521
OAKEY,QLD,-27.4535965,151.7099829
OAKHURST,NSW,-33.7372222,150.8347222
OAKLANDS PARK,SA,-35.0066862,138.544563
OAKLEIGH,VIC,-37.9006303,145.0886372
OAKLEIGH EAST,VIC,-37.8996435,145.10567
OAKLEIGH SOUTH,VIC,-37.9248257,145.0921745
OAKVILLE,NSW,-33.6256687,150.8722092
OATLANDS,NSW,-33.7973385,151.0256526
OATLANDS,TAS,-42.3018682,147.3728654
OATLEY,NSW,-33.9815241,151.0744354
OBERON,NSW,-33.8455931,149.8326162
OCEAN GROVE,VIC,-38.267045,144.52487
OCEAN REEF,WA,-31.7569941,115.7380757
OCEAN SHORES,NSW,-28.5205629,153.5399972
OFFICER,VIC,-38.0662897,145.4116963
OLD BAR,NSW,-31.9526029,152.5551274
OLD EROWAL BAY,NSW,-35.0883326,150.6505542
OLD GUILDFORD,NSW,-33.8636111,150.9844444
OLD NOARLUNGA,SA,-35.1827445,138.4997013
OLD REYNELLA,SA,-35.0968429,138.5404427
OLD TOONGABBIE,NSW,-33.7858548,150.9699533
ONE MILE,QLD,-27.6347335,152.7410362
ONE TREE HILL,SA,-34.7186911,138.7656403
ONSLOW,WA,-21.6382467,115.1134438
OONOONBA,QLD,-19.296173,146.8204599
OORALEA,QLD,-21.1815265,149.1434876
ORAN PARK,NSW,-33.9948805,150.7402568
ORANA,WA,-34.9969553,117.8611183
ORANGE,NSW,-33.2820463,149.0971567
ORBOST,VIC,-37.7037061,148.4554712
ORCHARD HILLS,NSW,-33.7816667,150.7177778
ORIENT POINT,NSW,-34.911697,150.7463498
ORMEAU,QLD,-27.774813,153.2520815
ORMEAU HILLS,QLD,-27.800612,153.2337463
ORMISTON,QLD,-27.5070155,153.259893
ORMOND,VIC,-37.9034396,145.0395991
ORROROO,SA,-32.7329771,138.6135557
ORRVALE,VIC,-36.412745,145.4468787
OSBORNE,SA,-34.7859285,138.5072887
OSBORNE PARK,WA,-31.9033165,115.814291
OTTOWAY,SA,-34.8472738,138.5357349
OURIMBAH,NSW,-33.3595346,151.3699367
OUYEN,VIC,-35.0692193,142.3163729
OXENFORD,QLD,-27.9018435,153.305362
OXFORD FALLS,NSW,-33.7371005,151.2438186
OXLEY,ACT,-35.4094421,149.0786481
OXLEY,QLD,-27.5610735,152.9736959
OXLEY,VIC,-36.4487715,146.3731118
OXLEY PARK,NSW,-33.7705556,150.795
OXLEY VALE,NSW,-31.0483344,150.8844441
OYSTER BAY,NSW,-34.0032775,151.0812354
PACIFIC PALMS,NSW,-34.3163251,150.9245519
PACIFIC PARADISE,QLD,-26.624715,153.0706896
PACIFIC PINES,QLD,-27.9401515,153.3136605
PADBURY,WA,-31.8086572,115.7728199
PADDINGTON,NSW,-33.8841572,151.2272766
PADDINGTON,QLD,-27.4607525,153.0001083
PADSTOW,NSW,-33.9487767,151.030116
PADTHAWAY,SA,-36.5860356,140.5218734
PAGE,ACT,-35.2385472,149.0499405
PAGEWOOD,NSW,-33.9390664,151.2199363
PAKENHAM,VIC,-38.0806283,145.4863217
PALLARA,QLD,-27.620834,153.005005
PALM BEACH,NSW,-33.6005473,151.3231536
PALM BEACH,QLD,-28.1155325,153.4583936
PALM ISLAND,QLD,-18.726486,146.6057857
PALMERS ISLAND,NSW,-29.417708,153.283849
PALMERSTON,ACT,-35.1944606,149.1194145
PALMERSTON,NT,-12.4799608,130.9844108
PALMVIEW,QLD,-26.7484795,153.0537793
PALMWOODS,QLD,-26.692799,152.9608607
PALMYRA,WA,-32.044968,115.7858881
PAMBULA,NSW,-36.928848,149.8752844
PANANIA,NSW,-33.9543358,150.9978399
PANNAWONICA,WA,-21.634841,116.3356705
PANORAMA,SA,-34.9998042,138.5972359
PANTON HILL,VIC,-37.6413636,145.2390413
PAPUNYA COMMUNITY,NT,,
PARA HILLS,SA,-34.8117394,138.6556036
PARA HILLS WEST,SA,-34.8034564,138.6443173
PARA VISTA,SA,-34.8283874,138.6627709
PARABURDOO,WA,-23.2004902,117.6714667
PARACOMBE,SA,-34.8480469,138.7702996
PARADISE,SA,-34.8710706,138.6762598
PARADISE POINT,QLD,-27.878609,153.3946331
PARAFIELD GARDENS,SA,-34.7825552,138.6107321
PARAFIELD GDNS,SA,-34.7825552,138.6107321
PARALOWIE,SA,-34.7570514,138.6081109
PARAP,NT,-12.4297422,130.8488702
PARK AVENUE,QLD,-23.3572895,150.5100001
PARK GROVE,TAS,-41.0531399,145.8857619
PARK HOLME,SA,-34.9889082,138.5521769
PARK ORCHARDS,VIC,-37.7778362,145.2140351
PARK RIDGE,QLD,-27.6987848,153.0481122
PARKDALE,VIC,-37.9930593,145.0763034
PARKERVILLE,WA,-31.8789061,116.1420759
PARKES,ACT,-35.2959153,149.1351557
PARKES,NSW,-33.1368067,148.1754823
PARKHOLME,SA,-34.0799171,150.7957251
PARKHURST,QLD,-23.303836,150.5018543
PARKINSON,QLD,-27.6357372,153.0300028
PARKLEA,NSW,-33.725,150.9161111
PARKSIDE,SA,-34.9462533,138.6166434
PARKVILLE,VIC,-37.7871148,144.9515533
PARKWOOD,QLD,-27.9519232,153.3471401
PARKWOOD,WA,-32.0477841,115.9149833
PARMELIA,WA,-32.2466315,115.8264989
PARNDANA,SA,-35.7835204,137.2560352
PARRAMATTA,NSW,-33.8139843,151.002666
PARRAMATTA EAST,NSW,-33.8061776,151.0174999
PARRAMATTA PARK,QLD,-16.9229405,145.7644482
PARRAMATTA WEST,NSW,-33.8243433,150.9909571
PARREARRA,QLD,-26.7108685,153.1221273
PASADENA,SA,-35.0027228,138.5886214
PASCOE VALE,VIC,-37.7308567,144.928195
PASCOE VALE SOUTH,VIC,-37.7434265,144.9384767
PATERSON,NSW,-32.6014802,151.6161377
PATTERSON LAKES,VIC,-38.0694493,145.1432329
PAYNEHAM,SA,-34.8989089,138.6422239
PAYNEHAM SOUTH,SA,-34.9047888,138.6444569
PAYNESVILLE,VIC,-37.9111097,147.7201233
PEACHESTER,QLD,-26.841111,152.8682341
PEAK CROSSING,QLD,-27.785891,152.749141
PEAK HILL,NSW,-32.7270352,148.1914188
PEAKHURST,NSW,-33.9616444,151.0590667
PEAKHURST SOUTH,NSW,-33.9732824,151.0549313
PEARCE,ACT,-35.36217,149.0835894
PEARCEDALE,VIC,-38.2015815,145.242198
PEARSALL,WA,-31.780478,115.8189561
PEGS CREEK,WA,-20.73284,116.8341
PELICAN,NSW,-33.0711111,151.6447222
PELICAN WATERS,QLD,-26.832457,153.1011738
PELICAN WATERS ,QLD,-26.832457,153.1011738
PEMBERTON,WA,-34.4441275,116.0346584
PEMULWUY,NSW,-33.8164641,150.9284441
PENDLE HILL,NSW,-33.7983305,150.959439
PENFIELD,SA,-34.6916809,138.6204389
PENGUIN,TAS,-41.1151037,146.0724803
PENNANT HILLS,NSW,-33.7384663,151.0716639
PENNESHAW,SA,-35.7176662,137.9395439
PENNINGTON,SA,-34.8575565,138.5316591
PENOLA,SA,-37.3761655,140.8404168
PENRITH,NSW,-33.7511954,150.6941711
PENSHURST,NSW,-33.9648292,151.0849525
PENSHURST,VIC,-37.875759,142.3371933
PEPPERMINT GROVE,WA,-31.9989555,115.7670972
PEREGIAN BEACH,QLD,-26.4810973,153.0961801
PEREGIAN BREEZE,QLD,-26.4857043,153.0799882
PEREGIAN SPRINGS,QLD,-26.4949465,153.0681201
PEREGIAN SPRINGS ,QLD,-26.4949465,153.0681201
PERENJORI,WA,-29.378861,116.4734448
PERTH,TAS,-41.5730227,147.1719755
PERTH,WA,-31.9558933,115.8605855
PERTH AIRPORT,WA,-31.9415213,115.9655769
PETERBOROUGH,SA,-32.9743928,138.8354835
PETERSHAM,NSW,-33.8945061,151.1554222
PETRIE,QLD,-27.2647744,152.9659901
PETRIE TERRACE,QLD,-27.461793,153.0133633
PHILLIP,ACT,-35.3470436,149.091009
PHILLIP BAY,NSW,-33.9787887,151.2327229
PIALBA,QLD,-25.281161,152.8330071
PIARA WATERS,WA,-32.1251145,115.9178022
PICNIC POINT,NSW,-33.9709556,151.0072387
PICTON,NSW,-34.1693445,150.6114983
PIMLICO,QLD,-19.2760431,146.7905733
PIMPAMA,QLD,-27.8161679,153.2924022
PINJARRA,WA,-32.6318966,115.869247
PINNAROO,SA,-35.258606,140.9066074
PIPALYATJARA,SA,-26.1635499,129.1714386
PITT TOWN,NSW,-33.5846533,150.8709805
PITTSWORTH,QLD,-27.7199303,151.6344713
PLAINLAND,QLD,-27.578022,152.4162629
PLEASANT HILLS,NSW,-35.4619712,146.7967552
PLUMPTON,NSW,-33.7566667,150.8427778
PLUMPTON,VIC,-37.6727808,144.6993618
PLYMPTON,SA,-34.9620679,138.554884
POINT CLARE,NSW,-33.44,151.3261111
POINT COOK,VIC,-37.9064862,144.7533059
POINT LONSDALE,VIC,-38.2725073,144.6136725
POINT PEARCE,SA,-34.415095,137.502933
POMONA,QLD,-26.3627735,152.8718145
POMONAL,VIC,-37.248242,142.59127
POONCARIE,NSW,-33.3816667,142.5677778
POONINDIE,SA,-34.5694582,135.8791688
POORAKA,SA,-34.8257023,138.6228595
POOWONG,VIC,-38.3398125,145.7633591
PORMPURAAW,QLD,-14.6623785,141.7919753
PORT ADELAIDE,SA,-34.8342755,138.5123548
PORT AUGUSTA,SA,-32.4908819,137.7639874
PORT AUGUSTA WEST,SA,-32.472214,137.7213492
PORT BROUGHTON,SA,-33.6004217,137.9311455
PORT DENISON,WA,-29.2747046,114.9212532
PORT DOUGLAS,QLD,-16.4845983,145.4636294
PORT ELLIOT,SA,-35.5309995,138.6806344
PORT FAIRY,VIC,-38.3855117,142.2366722
PORT HEDLAND,WA,-20.3111814,118.5801181
PORT KEMBLA,NSW,-34.4703383,150.8953674
PORT KENNEDY,WA,-32.3704685,115.7527396
PORT LINCOLN,SA,-34.7211905,135.8592218
PORT MACQUARIE,NSW,-31.4299499,152.9103525
PORT MELBOURNE,VIC,-37.8333613,144.9219203
PORT NOARLUNGA,SA,-35.1500622,138.4698986
PORT NOARLUNGA SOUTH,SA,-35.1661841,138.4686132
PORT PIRIE,SA,-33.1791249,138.0058614
PORT PIRIE SOUTH,SA,-33.2091763,138.0272978
PORT SORELL,TAS,-41.1651716,146.5513199
PORT WAKEFIELD,SA,-34.1853492,138.1553794
PORTARLINGTON,VIC,-38.1156562,144.6530634
PORTLAND,NSW,-33.3483333,149.9844444
PORTLAND,VIC,-38.3456231,141.6042304
PORTLAND NORTH,VIC,-38.300837,141.5601495
POTTS HILL,NSW,-33.8922191,151.0329222
POTTSVILLE,NSW,-28.3869444,153.5608333
POTTSVILLE BEACH,NSW,-28.399302,153.5666589
PRAHRAN,VIC,-37.8499226,144.9898195
PRAIRIEWOOD,NSW,-33.8631743,150.9055074
PRESTON,VIC,-37.7418658,145.0078205
PRESTON WEST,VIC,-37.7378429,144.9956343
PRESTONS,NSW,-33.9409247,150.8748897
PRETTY BEACH,NSW,-33.5283078,151.3476166
PRIMBEE,NSW,-34.5034006,150.8789915
PROSERPINE,QLD,-20.4018085,148.5832137
PROSPECT,NSW,-33.8002421,150.9218377
PROSPECT,SA,-34.8847056,138.6013655
PROSPECT VALE,TAS,-41.4821578,147.1246959
PROSTON,QLD,-26.1808925,151.5877171
PUCKAPUNYAL,VIC,-37.0008314,145.0359724
PULLENVALE,QLD,-27.518738,152.892903
PUNCHBOWL,NSW,-33.928717,151.0522591
PURFLEET,NSW,-31.9433333,152.4675
PURNIM WEST,VIC,-38.2997741,142.5600721
PUTNEY,NSW,-33.826067,151.1064224
PYALONG,VIC,-37.110468,144.850574
PYMBLE,NSW,-33.7450185,151.1424708
PYRAMID HILL,VIC,-36.0543991,144.1155932
PYRMONT,NSW,-33.8692145,151.1923633
Parafield Gardens,SA,-34.7825552,138.6107321
QUAIRADING,WA,-32.0057498,117.4029874
QUAKERS HILL,NSW,-33.7344444,150.8788889
QUARRY HILL,VIC,-36.7756895,144.2803654
QUEANBEYAN,NSW,-35.3524518,149.2337634
QUEANBEYAN EAST,NSW,-35.3455488,149.2465067
QUEANBEYAN WEST,NSW,-35.358092,149.2070838
QUEENS PARK,NSW,-33.8991667,151.2472222
QUEENS PARK,WA,-32.0005132,115.9521192
QUEENSCLIFF,VIC,-38.2671132,144.6612949
QUEENSTOWN,SA,-34.8609515,138.5103602
QUEENSTOWN,TAS,-42.0801236,145.5553843
QUILPIE,QLD,-26.145753,143.7547945
QUINNS ROCKS,WA,-31.6698291,115.6980227
QUIRINDI,NSW,-31.5021772,150.6804062
QUORN,SA,-32.3469384,138.0421184
RAAF RICHMOND,NSW,-33.6012718,150.7794115
RABY,NSW,-34.0233333,150.8177778
RACEVIEW,QLD,-27.637986,152.7731428
RAILWAY ESTATE,QLD,-19.2767835,146.8192696
RAINBOW,VIC,-35.8981833,141.9955533
RAINBOW BEACH,QLD,-25.9056675,153.0743871
RAINWORTH,QLD,-27.4667918,152.9898438
RAMINGINING,NT,-12.3280046,134.9299289
RAMSGATE,NSW,-33.982713,151.1399314
RANDWICK,NSW,-33.9455167,151.2440302
RANGEVILLE,QLD,-27.584957,151.97843
RANKIN PARK,NSW,-32.9258333,151.6802778
RAPID CREEK,NT,-12.3808953,130.8623385
RASMUSSEN,QLD,-19.352443,146.7230723
RATHMINES,NSW,-33.0395297,151.5956536
RAUKKAN,SA,-35.5077184,139.132835
RAVENHALL,VIC,-37.7754956,144.7366326
RAVENSHOE,QLD,-17.620327,145.4941236
RAVENSTHORPE,WA,-33.5813455,120.0473501
RAVENSWOOD,TAS,-41.4195382,147.1750742
RAVENSWOOD,WA,-32.5810619,115.8364923
RAYMOND TERRACE,NSW,-32.7610569,151.7462299
RED CLIFFS,VIC,-34.3070205,142.1895377
RED HILL,ACT,-35.3334376,149.1205858
RED HILL,QLD,-27.452228,153.0009154
RED HILL,VIC,-38.3683762,145.0209335
REDAN,VIC,-37.576709,143.8379911
REDBANK,QLD,-27.5994539,152.8724921
REDBANK PLAINS,QLD,-27.6513182,152.8479458
REDCLIFFE,QLD,-27.2268785,153.1129973
REDCLIFFE,WA,-31.93359,115.9497086
REDFERN,NSW,-33.8931044,151.2040292
REDHEAD,NSW,-33.0111111,151.7077778
REDLAND BAY,QLD,-27.6126945,153.3036238
REDLYNCH,QLD,-16.920676,145.698255
REDWOOD PARK,SA,-34.8115495,138.7069525
REEDY CREEK,QLD,-28.1101315,153.395716
REGENTS PARK,NSW,-33.8820048,151.02569
REGENTS PARK,QLD,-27.6766915,153.0415219
REGENTVILLE,NSW,-33.7708351,150.6616622
REID,ACT,-35.2825977,149.1412207
RENDELSHAM,SA,-37.5506006,140.2250072
RENMARK,SA,-34.1743516,140.7468863
RENMARK NORTH,SA,-34.1226815,140.7390294
RENOWN PARK,SA,-34.890541,138.5772784
RENWICK,NSW,-34.4499,150.4735
RESEARCH,VIC,-37.7066557,145.189067
RESERVOIR,VIC,-37.7168415,145.0069944
RESERVOIR NORTH,VIC,,
REVESBY,NSW,-33.9436876,151.0137191
REYNELLA,SA,-35.0965682,138.5216167
REYNELLA EAST,SA,-35.0880564,138.5527023
RHODES,NSW,-33.8290589,151.0873578
RIANA,TAS,-41.2017723,145.9984899
RICHARDSON,ACT,-35.4279022,149.1139473
RICHLANDS,QLD,-27.5949839,152.9538031
RICHMOND,NSW,-33.6009721,150.7496405
RICHMOND,QLD,-20.569655,142.9283602
RICHMOND,SA,-34.9386322,138.5621291
RICHMOND,TAS,-42.7352717,147.4384546
RICHMOND,VIC,-37.80745,144.9907213
RICHMOND HILL,NSW,-28.7908,153.3442
RICHMOND HILL,QLD,-20.062779,146.2656703
RICHMOND NORTH,VIC,-37.8097347,144.9925823
RIDDELLS CREEK,VIC,-37.4649363,144.6799996
RIDGEHAVEN,SA,-34.821255,138.7046604
RIDGEWOOD,WA,-31.6618757,115.7218372
RINGWOOD,VIC,-37.8158726,145.2291113
RINGWOOD EAST,VIC,-37.8117518,145.2499467
RINGWOOD NORTH,VIC,-37.7950927,145.2331186
RIPLEY,QLD,-27.6720355,152.7793328
RIPLEY VALLEY,QLD,-27.6926382,152.8288143
RIPPLEBROOK,VIC,-38.199831,145.7656012
RIVERHILLS,QLD,-27.5619845,152.9087907
RIVERSIDE,TAS,-41.4153427,147.1028942
RIVERSIDE GARDENS,QLD,-27.4897457,153.0054611
RIVERSTONE,NSW,-33.6797545,150.8616695
RIVERTON,SA,-34.1559488,138.7473775
RIVERTON,WA,-32.0346163,115.8989719
RIVERVALE,WA,-31.9628542,115.9147434
RIVERVIEW,NSW,-33.823207,151.1600134
RIVERVIEW,QLD,-27.5949777,152.850542
RIVERWOOD,NSW,-33.9472222,151.0530556
RIVETT,ACT,-35.3470708,149.0379828
ROADVALE,QLD,-27.9205855,152.7041739
ROBE,SA,-37.1861992,139.9955285
ROBERTSON,NSW,-34.59,150.5927778
ROBERTSON,QLD,-27.5647285,153.0576815
ROBIN HILL,NSW,-33.4316667,149.5344444
ROBINA,QLD,-28.0705635,153.3916396
ROBINVALE,VIC,-34.5840409,142.7739356
ROCHEDALE,QLD,-27.570167,153.126907
ROCHEDALE SOUTH,QLD,-27.5989181,153.1298185
ROCHESTER,VIC,-36.3642684,144.6946225
ROCKBANK,VIC,-37.7291013,144.6505805
ROCKDALE,NSW,-33.9542619,151.1403655
ROCKHAMPTON,QLD,-23.3782137,150.5134227
ROCKHAMPTON CITY,QLD,-23.3792268,150.5102964
ROCKINGHAM,WA,-32.3006647,115.7393915
ROCKY HALL,NSW,-36.9285901,149.502791
ROCKY POINT,QLD,-16.3888435,145.4196919
ROEBOURNE,WA,-20.7723709,117.145828
ROKEBY,TAS,-42.8958386,147.4336189
ROKEWOOD,VIC,-37.9015846,143.7198039
ROLEYSTONE,WA,-32.1123763,116.0688121
ROLLESTON,QLD,-24.4931812,148.5907319
ROMA,QLD,-26.5710356,148.7868137
ROMSEY,VIC,-37.3518801,144.7374475
ROOTY HILL,NSW,-33.7688649,150.8411802
ROPES CROSSING,NSW,-33.7291948,150.7788889
ROSALIE,QLD,-27.4661869,152.9969547
ROSANNA,VIC,-37.7428788,145.0661791
ROSE BAY,NSW,-33.8741644,151.265471
ROSE PARK,SA,-34.9307114,138.6282898
ROSEBANK,NSW,-28.665,153.4011111
ROSEBERY,NSW,-33.9185861,151.204692
ROSEBERY,NT,-12.504825,130.991815
ROSEBUD,VIC,-38.3710325,144.9095115
ROSEBUD WEST,VIC,-38.3737241,144.8755654
ROSEDALE,QLD,-24.6511085,151.9203502
ROSEDALE,VIC,-38.184623,146.8266841
ROSEHILL,NSW,-33.8263889,151.0305556
ROSELANDS,NSW,-33.9339943,151.0765121
ROSEMEADOW,NSW,-34.1066667,150.7927778
ROSENTHAL HEIGHTS,QLD,-28.2543715,151.979929
ROSETTA,TAS,-42.8193417,147.2530258
ROSEVILLE,NSW,-33.784545,151.1778441
ROSEVILLE CHASE,NSW,-33.7747222,151.2002778
ROSEWOOD,QLD,-27.641755,152.5970382
ROSEWORTHY,SA,-34.5332267,138.7467051
ROSS CREEK,VIC,-37.6470965,143.7608493
ROSSMORE,NSW,-33.9483365,150.7677747
ROSSMOYNE,WA,-32.039618,115.8679219
ROSTREVOR,SA,-34.8938435,138.6918266
ROTHWELL,QLD,-27.2153199,153.0478394
ROUND CORNER,NSW,-33.6941511,151.0198259
ROUSE HILL,NSW,-33.6774941,150.9160933
ROWVILLE,VIC,-37.9239267,145.2447672
ROXBURGH PARK,VIC,-37.6381563,144.9353302
ROXBY DOWNS,SA,-30.5652584,136.8941825
ROYAL PARK,SA,-34.8708208,138.5074037
ROZELLE,NSW,-33.8645002,151.1743543
RUNAWAY BAY,QLD,-27.912014,153.4010221
RUNCORN,QLD,-27.5925791,153.0688031
RUPANYUP,VIC,-36.642085,142.6853367
RURAL VIEW,QLD,-21.0619795,149.1583431
RUSE,NSW,-34.0733174,150.8463325
RUSHCUTTERS BAY,NSW,-33.8750365,151.2276557
RUSHWORTH,VIC,-36.5860102,145.01557
RUSSELL HILL,ACT,-35.3007147,149.1530536
RUSSELL ISLAND,QLD,-27.6744525,153.3807978
RUSSELL LEA,NSW,-33.8585361,151.1416007
RUSSELL VALE,NSW,-34.355,150.8938889
RUTHERFORD,NSW,-32.7130291,151.525869
RUTHERGLEN,VIC,-36.0538594,146.4601363
RYDALMERE,NSW,-33.8117088,151.0411702
RYDE,NSW,-33.8015751,151.1046052
RYE,VIC,-38.3821684,144.8099264
RYLSTONE,NSW,-32.7983597,149.9718593
SADADEEN,NT,-23.7025,133.9
SADDLEWORTH,SA,-34.083807,138.7801618
SADLEIR,NSW,-33.9169444,150.8902778
SADLIERS CROSSING,QLD,-27.614139,152.7453422
SAFETY BAY,WA,-32.3040595,115.7286309
SAIBAI ISLAND,QLD,-9.3970311,142.6826911
SAILORS GULLY,VIC,-36.7061345,144.2328304
SALAMANDER BAY,NSW,-32.7205698,152.0775844
SALE,VIC,-38.1094463,147.0656717
SALISBURY,QLD,-27.5538617,153.0227655
SALISBURY,SA,-34.7684459,138.6117546
SALISBURY DOWNS,SA,-34.7717678,138.6243416
SALISBURY EAST,SA,-34.7764785,138.6721978
SALISBURY HEIGHTS,SA,-34.762779,138.6837193
SALISBURY NORTH,SA,-34.745959,138.6276437
SALISBURY PARK,SA,-34.7587077,138.6682306
SALT ASH,NSW,-32.7944444,151.9222222
SAMFORD,QLD,-27.3708125,152.8558073
SAMFORD VILLAGE,QLD,-27.37355,152.8847056
SAMSON,WA,-32.0699517,115.7976743
SAN REMO,NSW,-33.2138889,151.5216667
SAN REMO,VIC,-38.5214924,145.369394
SANCTUARY LAKES,VIC,-37.8994089,144.7649145
SANCTUARY POINT,NSW,-35.1113937,150.6290107
SANDGATE,NSW,-32.8721509,151.702704
SANDGATE,QLD,-27.3222807,153.0695096
SANDHURST,VIC,-38.0843524,145.2011775
SANDRINGHAM,VIC,-37.9502592,145.0043868
SANDSTONE POINT,QLD,-27.0807672,153.126773
SANDY BAY,TAS,-42.897129,147.3273528
SANDY BEACH,NSW,-30.149996,153.198282
SANS SOUCI,NSW,-33.9926292,151.1337972
SANTA TERESA,NT,-24.1292532,134.3730221
SARATOGA,NSW,-33.4747222,151.3483333
SARINA,QLD,-21.435808,149.1645943
SASSAFRAS,VIC,-37.8678412,145.3568039
SCARBOROUGH,QLD,-27.2062945,153.1139465
SCARBOROUGH,WA,-31.8959841,115.7592114
SCARSDALE,VIC,-37.6783735,143.6624015
SCHOFIELDS,NSW,-33.6971603,150.8711915
SCONE,NSW,-32.0468773,150.866996
SCORESBY,VIC,-37.9025786,145.2183066
SCOTLAND ISLAND,NSW,-33.6397464,151.2911746
SCOTTSDALE,TAS,-41.1603858,147.5147988
SCOTTVILLE,QLD,-20.5862575,147.8240694
SCULLIN,ACT,-35.2345341,149.0390718
SEA LAKE,VIC,-35.5056193,142.8505187
SEABROOK,VIC,-37.8806797,144.7578334
SEACLIFF,SA,-35.0322783,138.5205924
